transaction_id,customer_id,transaction_date,amount,payment_method,product_id,product_category,quantity,discount_applied,transaction_status
61,849,2021-04-12,3671.66,debit card,61,clothing,24,True,completed
62,391,2020-03-18,2857.88,debit card,62,clothing,25,True,completed
63,58,2020-10-17,4940.67,PayPal,63,electronics,71,True,completed
64,333,2021-09-20,9232.12,credit card,64,clothing,87,True,refunded
65,594,2021-05-21,6172.66,debit card,65,clothing,63,True,completed
66,240,2021-02-20,7730.71,credit card,66,home goods,82,True,completed
67,631,2021-08-31,1460.14,credit card,67,home goods,93,True,completed
68,218,2021-12-19,726.99,credit card,68,electronics,97,True,pending
69,958,2020-05-01,7388.62,PayPal,69,clothing,1,True,refunded
70,370,2021-11-15,6449.42,PayPal,70,clothing,57,True,pending
71,460,2020-09-04,4569.44,debit card,71,home goods,52,True,pending
72,367,2021-12-12,7501.44,credit card,72,clothing,28,True,refunded
73,340,2020-08-30,5183.46,debit card,73,electronics,79,True,pending
74,497,2021-02-18,9707.27,PayPal,74,electronics,67,True,completed
75,404,2021-02-01,1250.33,debit card,75,home goods,93,True,refunded
76,436,2020-12-15,3892.03,PayPal,76,electronics,100,True,pending
77,169,2021-10-10,8797.32,PayPal,77,home goods,85,True,refunded
78,142,2020-06-05,7906.97,credit card,78,home goods,71,True,pending
79,131,2020-08-03,6638.59,credit card,79,clothing,5,True,completed
80,851,2020-05-18,7671.78,debit card,80,home goods,70,True,pending
81,955,2021-02-19,9855.33,credit card,81,electronics,70,True,completed
82,133,2020-12-03,8377.56,PayPal,82,home goods,94,True,pending
83,560,2021-07-15,5731.85,credit card,83,electronics,1,True,refunded
84,91,2020-10-29,5792.2,credit card,84,home goods,29,True,completed
85,307,2020-12-25,6847.91,credit card,85,electronics,33,True,pending
86,531,2020-07-31,5838.91,PayPal,86,clothing,47,True,pending
87,392,2021-01-12,6705.49,debit card,87,electronics,33,True,pending
88,580,2020-06-27,2002.24,debit card,88,clothing,61,True,pending
89,791,2021-11-14,9981.69,PayPal,89,clothing,93,True,refunded
90,105,2021-09-26,9207.86,credit card,90,clothing,79,True,pending
91,251,2020-06-17,4315.72,credit card,91,clothing,39,True,completed
92,42,2021-07-15,9677.78,PayPal,92,home goods,69,True,pending
93,377,2021-02-02,2656.7,PayPal,93,electronics,3,True,completed
94,411,2021-03-15,8035.05,credit card,94,clothing,74,True,completed
95,979,2020-03-03,5898.35,PayPal,95,clothing,27,True,refunded
96,842,2020-04-24,2892.22,credit card,96,home goods,73,True,refunded
97,914,2021-05-15,8656.25,credit card,97,clothing,69,True,completed
98,703,2021-09-27,9061.78,debit card,98,electronics,8,True,completed
99,332,2021-08-31,9511.68,debit card,99,home goods,22,True,refunded
100,719,2020-07-22,2764.43,credit card,100,electronics,59,True,refunded
101,922,2020-05-22,7706.71,debit card,101,home goods,15,True,completed
102,1,2021-04-24,1482.48,debit card,102,electronics,63,True,pending
103,810,2021-03-10,5523.83,PayPal,103,home goods,60,True,pending
104,589,2021-01-27,5352.98,debit card,104,electronics,20,True,completed
105,738,2021-09-26,889.57,credit card,105,electronics,19,True,completed
106,298,2021-10-11,122.22,credit card,106,home goods,28,True,refunded
107,603,2021-05-15,9669.93,PayPal,107,clothing,69,True,refunded
108,706,2021-09-04,1743.49,debit card,108,home goods,81,True,pending
109,207,2020-02-01,435.03,PayPal,109,home goods,42,True,completed
110,449,2020-06-28,5854.53,PayPal,110,electronics,34,True,completed
111,952,2020-04-18,5435.17,credit card,111,clothing,64,True,completed
112,442,2020-09-13,5595.5,debit card,112,clothing,28,True,refunded
113,808,2020-09-04,4234.33,PayPal,113,electronics,74,True,pending
114,694,2021-08-17,2382.84,PayPal,114,clothing,43,True,pending
115,857,2020-10-05,2116.78,debit card,115,clothing,84,True,refunded
116,642,2020-04-29,6090.43,debit card,116,home goods,16,True,completed
117,548,2021-01-17,3849.48,debit card,117,home goods,47,True,pending
118,411,2021-08-11,4391.53,debit card,118,home goods,1,True,completed
119,452,2021-09-16,3179.9,credit card,119,home goods,13,True,refunded
120,618,2020-11-26,3498.74,debit card,120,clothing,24,True,completed
121,385,2020-12-29,3196.57,credit card,121,home goods,30,True,pending
122,952,2021-10-16,5458.62,debit card,122,electronics,49,True,completed
123,147,2020-09-15,9229.08,credit card,123,electronics,84,True,pending
124,860,2021-09-16,5108.6,credit card,124,clothing,53,True,pending
125,320,2021-04-22,2154.49,credit card,125,home goods,90,True,completed
126,382,2021-09-08,4071.07,credit card,126,clothing,5,True,pending
127,484,2020-12-23,6574.87,debit card,127,clothing,71,True,completed
128,547,2020-11-25,8087.96,debit card,128,clothing,3,True,pending
129,864,2020-09-10,2376.09,PayPal,129,home goods,54,True,refunded
130,954,2021-06-27,2078.58,PayPal,130,electronics,86,True,refunded
131,249,2021-11-12,7171.81,PayPal,131,home goods,29,True,pending
132,302,2020-10-04,640.09,debit card,132,electronics,16,True,completed
133,30,2021-11-26,5703.94,debit card,133,clothing,67,True,pending
134,747,2020-12-16,7581.16,PayPal,134,home goods,41,True,pending
135,143,2021-05-07,1542.71,PayPal,135,clothing,10,True,refunded
136,15,2021-09-04,8303.3,debit card,136,clothing,41,True,completed
137,480,2020-07-17,2793.38,PayPal,137,clothing,48,True,refunded
138,784,2020-08-16,59.56,credit card,138,clothing,58,True,pending
139,553,2020-07-12,6025.15,debit card,139,electronics,48,True,pending
140,213,2020-03-22,3350.11,PayPal,140,electronics,19,True,pending
141,870,2020-04-30,3044.76,debit card,141,clothing,8,True,pending
142,504,2020-05-27,6726.98,credit card,142,home goods,89,True,refunded
143,224,2020-07-01,1682.91,debit card,143,home goods,46,True,completed
144,831,2020-04-14,7792.81,debit card,144,home goods,30,True,pending
145,533,2021-03-24,3062.21,debit card,145,electronics,77,True,pending
146,111,2020-11-18,111.19,PayPal,146,home goods,67,True,refunded
147,347,2021-09-11,4355.74,PayPal,147,clothing,41,True,pending
148,188,2020-04-22,4600.54,credit card,148,home goods,74,True,completed
149,637,2020-08-01,8442.42,credit card,149,electronics,98,True,completed
150,361,2021-08-28,8781.97,debit card,150,clothing,79,True,pending
151,751,2020-03-12,3345.12,debit card,151,home goods,48,True,refunded
152,192,2021-04-25,1740.43,PayPal,152,clothing,10,True,refunded
153,217,2021-09-06,2314.1,debit card,153,home goods,3,True,pending
154,875,2020-01-29,7006.78,PayPal,154,clothing,27,True,refunded
155,36,2020-08-30,83.64,credit card,155,electronics,12,True,completed
156,956,2021-05-14,171.35,debit card,156,clothing,15,True,completed
157,549,2021-09-07,5228.51,credit card,157,home goods,78,True,pending
158,82,2021-01-13,8230.94,debit card,158,electronics,6,True,completed
159,377,2020-04-05,8517.21,debit card,159,electronics,100,True,refunded
160,339,2021-03-14,3353.18,PayPal,160,clothing,10,True,completed
161,325,2020-04-23,1110.1,PayPal,161,clothing,39,True,completed
162,810,2020-01-28,6450.69,debit card,162,home goods,94,True,refunded
163,387,2020-05-14,8169.05,PayPal,163,clothing,10,True,pending
164,731,2021-08-26,8604.03,credit card,164,electronics,20,True,pending
165,211,2021-12-12,4967.08,PayPal,165,electronics,65,True,refunded
166,445,2021-01-24,5385.18,credit card,166,home goods,95,True,pending
167,243,2020-04-08,2269.49,PayPal,167,home goods,94,True,refunded
168,228,2021-12-01,1072.23,PayPal,168,electronics,60,True,pending
169,609,2020-10-23,4680.87,credit card,169,electronics,28,True,completed
170,705,2021-01-01,82.55,PayPal,170,clothing,100,True,pending
171,412,2020-07-15,4119.32,debit card,171,electronics,61,True,pending
172,451,2020-11-08,4803.26,PayPal,172,home goods,55,True,completed
173,446,2021-06-21,2206.84,debit card,173,electronics,75,True,completed
174,92,2021-09-14,8563.53,debit card,174,clothing,90,True,refunded
175,313,2021-09-06,9348.64,credit card,175,clothing,86,True,pending
176,313,2020-04-11,3018.88,credit card,176,home goods,32,True,completed
177,59,2021-09-07,5486.65,PayPal,177,electronics,21,True,pending
178,321,2021-06-17,1417.68,credit card,178,electronics,48,True,pending
179,43,2020-02-14,6316.23,PayPal,179,clothing,55,True,pending
180,996,2020-08-03,6644.4,debit card,180,clothing,38,True,pending
181,99,2020-07-26,3921.87,debit card,181,clothing,65,True,pending
182,572,2020-03-05,177.11,debit card,182,electronics,47,True,refunded
183,282,2020-05-07,450.24,credit card,183,electronics,85,True,completed
184,536,2020-03-10,4230.58,PayPal,184,home goods,26,True,completed
185,239,2020-01-02,324.59,credit card,185,electronics,73,True,refunded
186,385,2020-08-24,9214.5,PayPal,186,home goods,59,True,completed
187,732,2021-09-01,73.96,credit card,187,home goods,35,True,refunded
188,481,2020-07-11,8677.45,credit card,188,electronics,72,True,pending
189,238,2021-09-25,2323.04,credit card,189,electronics,30,True,completed
190,451,2021-12-21,2496.68,PayPal,190,home goods,14,True,pending
191,465,2021-11-07,7033.37,PayPal,191,clothing,52,True,pending
192,348,2020-02-27,4369.6,credit card,192,home goods,99,True,completed
193,522,2020-06-01,1613.27,debit card,193,home goods,9,True,refunded
194,220,2021-06-25,5204.98,credit card,194,electronics,40,True,pending
195,121,2021-12-23,2062.15,PayPal,195,home goods,1,True,completed
196,518,2021-02-28,998.77,debit card,196,home goods,61,True,refunded
197,130,2021-10-04,5491.36,debit card,197,electronics,45,True,pending
198,161,2020-09-14,9742.52,credit card,198,clothing,93,True,completed
199,560,2021-05-02,3718.42,PayPal,199,electronics,85,True,refunded
200,802,2020-01-24,648.71,PayPal,200,clothing,100,True,refunded
201,842,2020-12-26,9958.08,PayPal,201,home goods,59,True,pending
202,722,2021-03-28,5623.03,credit card,202,electronics,21,True,refunded
203,86,2020-02-13,7957.79,debit card,203,electronics,12,True,refunded
204,632,2021-05-24,825.4,PayPal,204,electronics,26,True,refunded
205,639,2020-01-13,198.42,credit card,205,clothing,82,True,pending
206,102,2020-08-08,1541.13,credit card,206,electronics,79,True,completed
207,379,2021-03-30,5366.98,credit card,207,electronics,57,True,completed
208,574,2021-08-12,4970.78,debit card,208,electronics,71,True,refunded
209,3,2021-05-23,725.78,debit card,209,clothing,20,True,refunded
210,208,2021-06-19,4947.86,credit card,210,home goods,25,True,pending
211,805,2020-07-14,8218.19,debit card,211,home goods,76,True,pending
212,103,2020-02-28,173.35,PayPal,212,home goods,90,True,refunded
213,34,2020-04-02,6383.86,credit card,213,clothing,62,True,refunded
214,60,2021-11-11,2106.59,debit card,214,home goods,16,True,completed
215,913,2020-03-28,9994.47,credit card,215,clothing,87,True,refunded
216,432,2021-04-27,7402.07,credit card,216,home goods,1,True,pending
217,59,2020-07-17,2717.37,debit card,217,electronics,14,True,pending
218,632,2021-06-04,7622.47,credit card,218,electronics,81,True,completed
219,770,2021-10-10,8173.99,credit card,219,home goods,2,True,pending
220,896,2020-02-03,6396.67,PayPal,220,home goods,82,True,completed
221,565,2020-08-07,6072.63,PayPal,221,home goods,96,True,refunded
222,247,2020-09-04,1457.27,debit card,222,electronics,3,True,refunded
223,29,2020-07-11,8351.12,PayPal,223,home goods,82,True,refunded
224,7,2020-03-19,4173.88,credit card,224,home goods,84,True,refunded
225,680,2020-09-30,8368.69,credit card,225,clothing,78,True,completed
226,988,2021-05-20,8571.19,PayPal,226,electronics,72,True,completed
227,128,2021-08-18,9956.32,PayPal,227,clothing,57,True,pending
228,686,2021-12-22,8410.86,PayPal,228,home goods,45,True,pending
229,931,2021-07-27,9536.98,credit card,229,electronics,61,True,refunded
230,478,2020-09-26,2412.78,credit card,230,clothing,69,True,refunded
231,968,2020-05-03,4738.09,credit card,231,electronics,8,True,refunded
232,379,2020-12-10,9524.8,credit card,232,electronics,13,True,refunded
233,357,2020-08-03,4658.33,debit card,233,home goods,67,True,refunded
234,545,2021-10-21,3727.68,PayPal,234,clothing,86,True,refunded
235,720,2020-06-21,2315.81,PayPal,235,home goods,36,True,completed
236,276,2021-03-10,9935.57,PayPal,236,electronics,44,True,refunded
237,99,2020-10-05,4990.2,debit card,237,clothing,84,True,refunded
238,957,2021-02-09,9959.04,debit card,238,clothing,17,True,refunded
239,816,2020-01-14,463.57,debit card,239,clothing,16,True,pending
240,243,2021-11-25,2990.13,debit card,240,electronics,80,True,pending
241,978,2020-05-04,2542.08,debit card,241,electronics,42,True,completed
242,889,2020-10-24,1382.82,PayPal,242,home goods,62,True,refunded
243,68,2021-06-14,2916.52,PayPal,243,home goods,20,True,completed
244,256,2021-11-22,3357.18,debit card,244,home goods,93,True,completed
245,607,2021-09-25,5681.24,credit card,245,electronics,43,True,refunded
246,102,2021-06-02,9900.22,credit card,246,home goods,88,True,pending
247,205,2021-12-16,8823.82,debit card,247,clothing,31,True,refunded
248,178,2021-01-12,1142.16,debit card,248,home goods,9,True,refunded
249,578,2021-07-11,9470.37,debit card,249,home goods,79,True,completed
250,162,2021-04-08,1944.23,PayPal,250,clothing,54,True,completed
251,492,2021-03-27,3767.76,credit card,251,home goods,69,True,refunded
252,300,2021-07-30,2997.65,credit card,252,electronics,83,True,completed
253,741,2020-06-03,3206.01,debit card,253,electronics,29,True,refunded
254,938,2020-02-27,1704.24,credit card,254,electronics,83,True,refunded
255,320,2021-02-28,8965.8,debit card,255,clothing,25,True,pending
256,577,2021-03-28,4990.56,PayPal,256,home goods,68,True,completed
257,115,2020-07-11,1393.54,PayPal,257,electronics,99,True,pending
258,528,2021-09-09,5556.58,debit card,258,home goods,43,True,refunded
259,465,2020-04-03,5135.24,PayPal,259,electronics,83,True,refunded
260,59,2021-06-05,6747.67,debit card,260,home goods,99,True,refunded
261,519,2021-04-14,9279.53,debit card,261,electronics,90,True,completed
262,502,2021-05-25,5266.82,PayPal,262,clothing,1,True,completed
263,275,2021-12-13,8595.62,debit card,263,home goods,62,True,pending
264,538,2021-12-15,607.01,debit card,264,electronics,25,True,completed
265,95,2020-12-18,4357.64,credit card,265,electronics,68,True,completed
266,568,2021-04-20,3251.55,PayPal,266,clothing,84,True,completed
267,125,2020-04-04,0.46,credit card,267,home goods,19,True,pending
268,404,2020-03-20,4440.64,PayPal,268,home goods,58,True,completed
269,724,2020-01-27,148.58,PayPal,269,home goods,36,True,completed
270,726,2021-03-05,956.25,debit card,270,electronics,44,True,refunded
271,457,2021-09-14,2538.35,debit card,271,electronics,3,True,completed
272,184,2020-05-23,7212.32,credit card,272,home goods,2,True,pending
273,32,2021-12-25,3523.14,PayPal,273,home goods,29,True,pending
274,855,2020-11-27,1038.88,credit card,274,home goods,41,True,refunded
275,531,2021-06-06,829.22,PayPal,275,clothing,97,True,completed
276,880,2021-12-30,7674.04,credit card,276,home goods,32,True,refunded
277,439,2021-06-17,1841.84,PayPal,277,clothing,87,True,refunded
278,407,2021-09-13,3055.85,debit card,278,electronics,54,True,completed
279,562,2021-10-08,6457.79,PayPal,279,clothing,98,True,pending
280,934,2020-02-02,7109.49,debit card,280,clothing,34,True,refunded
281,111,2020-02-01,2751.91,debit card,281,electronics,32,True,refunded
282,618,2021-05-07,6948.42,credit card,282,clothing,10,True,completed
283,146,2020-03-25,5784.07,PayPal,283,clothing,79,True,refunded
284,383,2021-09-30,7249.1,PayPal,284,clothing,23,True,completed
285,764,2021-09-16,2787.22,credit card,285,home goods,23,True,pending
286,623,2021-07-12,856.34,credit card,286,clothing,29,True,completed
287,36,2020-06-02,3897.13,PayPal,287,clothing,55,True,pending
288,693,2020-06-19,9735.49,PayPal,288,clothing,35,True,completed
289,326,2021-11-03,7652.62,debit card,289,clothing,96,True,refunded
290,259,2020-01-01,8755.06,PayPal,290,clothing,83,True,pending
291,792,2020-06-11,6109.03,debit card,291,home goods,74,True,refunded
292,467,2021-03-31,5451.32,credit card,292,electronics,26,True,pending
293,691,2020-05-22,8451.53,credit card,293,electronics,60,True,refunded
294,256,2021-07-03,7724.6,debit card,294,home goods,1,True,pending
295,61,2021-03-01,9581.52,credit card,295,electronics,66,True,pending
296,376,2020-07-21,4452.3,PayPal,296,clothing,19,True,pending
297,912,2021-11-13,7641.07,credit card,297,electronics,35,True,pending
298,736,2021-12-07,6837.42,debit card,298,electronics,32,True,refunded
299,591,2021-05-04,1726.31,credit card,299,electronics,42,True,refunded
300,603,2020-11-15,8363.17,credit card,300,home goods,34,True,pending
301,132,2021-04-08,9699.31,credit card,301,home goods,82,True,pending
302,900,2021-01-26,2673.3,debit card,302,home goods,93,True,pending
303,273,2021-05-03,2832.46,PayPal,303,electronics,11,True,refunded
304,448,2021-12-21,8893.27,debit card,304,electronics,79,True,completed
305,810,2021-10-11,8724.27,debit card,305,electronics,7,True,completed
306,121,2021-08-28,1070.94,PayPal,306,electronics,73,True,pending
307,794,2021-04-04,3198.49,PayPal,307,home goods,24,True,pending
308,294,2020-11-19,5759.74,credit card,308,electronics,82,True,completed
309,658,2021-12-17,1930.12,debit card,309,home goods,87,True,refunded
310,64,2021-01-27,572.9,PayPal,310,home goods,87,True,refunded
311,223,2020-06-11,8624.75,PayPal,311,clothing,30,True,completed
312,312,2021-12-27,315.18,PayPal,312,home goods,25,True,refunded
313,185,2021-12-16,8153.02,debit card,313,home goods,62,True,refunded
314,656,2021-07-12,2649.45,PayPal,314,electronics,82,True,refunded
315,271,2020-03-04,7118.89,PayPal,315,home goods,20,True,completed
316,594,2020-09-14,7147.0,credit card,316,electronics,59,True,refunded
317,419,2021-10-16,5477.73,debit card,317,home goods,88,True,pending
318,692,2020-04-30,267.89,PayPal,318,home goods,96,True,refunded
319,162,2020-04-08,8458.23,debit card,319,home goods,37,True,pending
320,357,2021-10-09,9054.78,PayPal,320,clothing,86,True,refunded
321,117,2021-07-04,1689.77,debit card,321,home goods,61,True,refunded
322,173,2020-03-07,5060.3,debit card,322,clothing,96,True,pending
323,276,2020-08-25,3882.56,debit card,323,electronics,26,True,pending
324,600,2020-11-18,8322.85,credit card,324,electronics,25,True,pending
325,382,2020-12-16,6196.96,PayPal,325,clothing,61,True,pending
326,197,2021-12-11,4323.36,credit card,326,clothing,47,True,completed
327,414,2021-05-15,8170.89,debit card,327,home goods,27,True,refunded
328,345,2020-01-31,870.72,PayPal,328,clothing,26,True,pending
329,208,2020-08-04,6820.64,PayPal,329,home goods,6,True,completed
330,872,2020-04-24,6693.01,credit card,330,electronics,78,True,pending
331,886,2021-12-23,4893.31,debit card,331,electronics,38,True,pending
332,627,2021-05-25,1257.62,debit card,332,home goods,55,True,pending
333,78,2021-04-12,6601.87,credit card,333,home goods,33,True,completed
334,893,2021-11-22,1473.0,credit card,334,clothing,17,True,refunded
335,166,2021-08-30,9280.39,credit card,335,clothing,46,True,refunded
336,754,2021-11-20,602.93,debit card,336,electronics,13,True,completed
337,726,2021-12-22,377.83,debit card,337,clothing,58,True,pending
338,908,2020-11-17,8295.08,debit card,338,electronics,68,True,refunded
339,808,2020-04-17,2290.9,credit card,339,electronics,61,True,completed
340,832,2020-10-01,4293.14,PayPal,340,clothing,77,True,pending
341,554,2020-06-22,367.35,credit card,341,home goods,88,True,pending
342,273,2021-08-17,635.5,debit card,342,electronics,65,True,pending
343,14,2021-05-22,4860.99,PayPal,343,electronics,43,True,completed
344,140,2020-02-23,5070.73,debit card,344,clothing,82,True,pending
345,727,2020-01-03,4602.39,PayPal,345,clothing,84,True,pending
346,919,2021-03-10,6720.91,debit card,346,electronics,45,True,completed
347,497,2021-03-17,4137.46,credit card,347,clothing,53,True,pending
348,714,2020-12-10,1204.3,credit card,348,clothing,87,True,completed
349,695,2021-11-24,4198.53,PayPal,349,clothing,46,True,pending
350,97,2020-12-28,8937.52,credit card,350,electronics,6,True,completed
351,615,2021-02-15,2970.0,debit card,351,electronics,64,True,completed
352,737,2021-07-05,8102.39,credit card,352,electronics,13,True,completed
353,874,2021-09-26,4821.11,PayPal,353,clothing,83,True,completed
354,950,2021-01-20,6952.96,credit card,354,clothing,76,True,completed
355,954,2020-07-29,6844.01,PayPal,355,clothing,38,True,completed
356,415,2020-06-14,194.58,PayPal,356,clothing,46,True,refunded
357,991,2021-11-19,9518.16,debit card,357,electronics,30,True,pending
358,551,2020-03-06,5347.97,credit card,358,electronics,16,True,refunded
359,435,2020-04-20,8736.4,debit card,359,clothing,94,True,refunded
360,317,2021-08-21,8460.71,PayPal,360,home goods,88,True,pending
361,652,2021-03-12,5556.96,PayPal,361,home goods,62,True,refunded
362,372,2021-12-19,9502.4,credit card,362,home goods,54,True,completed
363,925,2020-05-09,1374.26,PayPal,363,electronics,82,True,refunded
364,195,2020-09-10,3049.06,debit card,364,clothing,8,True,completed
365,57,2021-06-15,9940.68,credit card,365,clothing,28,True,pending
366,397,2020-12-13,1599.32,credit card,366,electronics,46,True,completed
367,58,2020-08-21,1786.74,credit card,367,home goods,67,True,pending
368,903,2021-04-02,4758.3,credit card,368,home goods,75,True,completed
369,30,2020-06-18,2616.64,credit card,369,clothing,40,True,completed
370,837,2020-03-09,516.93,credit card,370,home goods,100,True,completed
371,20,2021-03-02,6665.48,debit card,371,clothing,20,True,refunded
372,39,2021-05-27,229.79,credit card,372,home goods,94,True,completed
373,216,2021-05-19,3351.87,PayPal,373,electronics,30,True,pending
374,873,2020-08-31,2063.75,credit card,374,clothing,79,True,pending
375,146,2020-10-10,9235.57,debit card,375,home goods,25,True,completed
376,65,2021-06-05,3382.42,credit card,376,clothing,29,True,refunded
377,740,2021-02-10,9317.57,debit card,377,electronics,92,True,refunded
378,51,2020-08-09,3511.64,PayPal,378,clothing,24,True,pending
379,254,2021-03-12,623.34,credit card,379,clothing,34,True,completed
380,475,2020-03-16,858.85,PayPal,380,home goods,81,True,completed
381,102,2021-10-25,2384.29,credit card,381,home goods,63,True,refunded
382,315,2020-06-21,4654.53,debit card,382,home goods,7,True,refunded
383,737,2020-05-30,156.66,credit card,383,electronics,100,True,pending
384,55,2021-09-29,5249.81,debit card,384,home goods,96,True,refunded
385,367,2020-02-12,7401.45,debit card,385,clothing,2,True,refunded
386,850,2021-09-17,2878.13,credit card,386,electronics,42,True,pending
387,264,2021-04-02,78.3,PayPal,387,electronics,70,True,completed
388,98,2020-04-22,2853.48,debit card,388,electronics,60,True,refunded
389,331,2020-08-17,1795.76,debit card,389,clothing,88,True,pending
390,470,2020-01-12,8013.1,debit card,390,home goods,7,True,pending
391,959,2020-05-01,2896.96,PayPal,391,home goods,60,True,refunded
392,73,2020-04-12,6487.73,credit card,392,electronics,62,True,pending
393,129,2020-03-21,369.53,credit card,393,clothing,2,True,completed
394,527,2020-10-29,7294.74,PayPal,394,electronics,90,True,refunded
395,733,2020-12-07,1922.24,debit card,395,clothing,21,True,completed
396,861,2021-01-03,3059.98,debit card,396,home goods,58,True,pending
397,723,2020-02-11,1962.82,PayPal,397,clothing,23,True,refunded
398,368,2021-02-15,6779.61,PayPal,398,clothing,87,True,pending
399,982,2021-04-22,1915.25,debit card,399,clothing,96,True,completed
400,654,2020-01-10,7399.74,credit card,400,electronics,59,True,refunded
401,996,2020-04-06,1238.44,credit card,401,home goods,51,True,pending
402,525,2020-07-21,9973.11,credit card,402,home goods,46,True,completed
403,655,2021-02-18,3755.55,PayPal,403,electronics,58,True,completed
404,155,2021-05-20,3587.94,debit card,404,home goods,38,True,pending
405,587,2020-07-11,5072.5,debit card,405,electronics,27,True,pending
406,911,2020-06-15,4211.01,debit card,406,home goods,8,True,completed
407,76,2021-04-06,1612.52,debit card,407,electronics,87,True,refunded
408,969,2020-04-26,8228.68,PayPal,408,clothing,89,True,pending
409,895,2021-10-06,5201.3,debit card,409,clothing,91,True,pending
410,732,2021-10-21,1815.43,debit card,410,electronics,15,True,pending
411,696,2021-03-22,4556.09,credit card,411,home goods,47,True,refunded
412,214,2021-11-15,2545.52,credit card,412,electronics,97,True,pending
413,753,2020-12-30,8410.58,credit card,413,home goods,53,True,completed
414,44,2020-07-13,6338.33,credit card,414,home goods,28,True,completed
